Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-9dvt,branch-ovqe,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Context,Tag,OptionOrder,Object Name,Object Number,Object ID
21,1784208530052,16/07/2026 13:28:50,1784208530052,2,16/07/2026 15:28:50,273725,7,questionnaire-whir,,57249481,BLINDED,16364752,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 569.0.0.16.107,428x926,428x742,,,0,Pytania demograficzne,4,CondLack,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,quantised,2,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
22,1784208530053,16/07/2026 13:28:50,1784208530053,2,16/07/2026 15:28:50,273725,7,questionnaire-whir,,57249481,BLINDED,16364752,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 569.0.0.16.107,428x926,428x742,,,0,Pytania demograficzne,4,CondLack,continue,,,,,info,,END,,60450,,,,
1,1784208949080,16/07/2026 13:35:49,1784208949080,2,16/07/2026 15:35:49,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,BEGIN,,,,,,
2,1784208961553,16/07/2026 13:36:01,1784208961553,2,16/07/2026 15:36:01,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,TAB_HIDDEN,,,,,,
3,1784208981892,16/07/2026 13:36:21,1784208981892,2,16/07/2026 15:36:21,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,TAB_VISIBLE,,,,,,
4,1784209065868,16/07/2026 13:37:45,1784209065868,2,16/07/2026 15:37:45,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,TAB_HIDDEN,,,,,,
5,1784209070293,16/07/2026 13:37:50,1784209070293,2,16/07/2026 15:37:50,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,TAB_VISIBLE,,,,,,
6,1784209098277,16/07/2026 13:38:18,1784209098277,2,16/07/2026 15:38:18,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,TAB_HIDDEN,,,,,,
7,1784209119808,16/07/2026 13:38:39,1784209119808,2,16/07/2026 15:38:39,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,TAB_VISIBLE,,,,,,
19,1784209123107,16/07/2026 13:38:43,1784209123107,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,value,Mężczyzna,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
20,1784209123107,16/07/2026 13:38:43,1784209123107,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,quantised,1,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
21,1784209123108,16/07/2026 13:38:43,1784209123108,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Podaj swój wiek w pełnych liczbach:**,response,value,22,,,,age,2,object-3
22,1784209123108,16/07/2026 13:38:43,1784209123108,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,value,w trakcie studiów,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
23,1784209123108,16/07/2026 13:38:43,1784209123108,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,quantised,3,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
24,1784209123108,16/07/2026 13:38:43,1784209123108,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,value,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)",,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
25,1784209123108,16/07/2026 13:38:43,1784209123108,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,quantised,1,,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
26,1784209123108,16/07/2026 13:38:43,1784209123108,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,value,Brak doświadczenia,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
27,1784209123109,16/07/2026 13:38:43,1784209123109,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,quantised,4,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
28,1784209123115,16/07/2026 13:38:43,1784209123115,2,16/07/2026 15:38:43,273725,7,questionnaire-whir,,57249694,BLINDED,16364903,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,402x874,402x673,,,0,Pytania demograficzne,4,AndWith,continue,,,,,info,,END,,173998,,,,
1,1784217574753,16/07/2026 15:59:34,1784217574753,2,16/07/2026 17:59:34,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,,,,,info,,BEGIN,,,,,,
13,1784217620518,16/07/2026 16:00:20,1784217620518,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,value,Kobieta,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
14,1784217620518,16/07/2026 16:00:20,1784217620518,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,quantised,2,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
15,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Podaj swój wiek w pełnych liczbach:**,response,value,20,,,,age,2,object-3
16,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,value,w trakcie studiów,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
17,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,quantised,3,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
18,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,value,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)",,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
19,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,quantised,1,,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
20,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,value,Logika w szkole średniej ,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
21,1784217620519,16/07/2026 16:00:20,1784217620519,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,quantised,3,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
22,1784217620520,16/07/2026 16:00:20,1784217620520,2,16/07/2026 18:00:20,273725,7,questionnaire-whir,,57255421,BLINDED,16366342,,complete,,,mobile,Apple iPhone,iOS 18.7,Facebook 570.0.0.20.108,390x844,390x659,,,0,Pytania demograficzne,4,AndLack,continue,,,,,info,,END,,45743,,,,
1,1784218415161,16/07/2026 16:13:35,1784218415161,2,16/07/2026 18:13:35,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,,,,,info,,BEGIN,,,,,,
13,1784218435044,16/07/2026 16:13:55,1784218435044,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,value,Inna,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
14,1784218435045,16/07/2026 16:13:55,1784218435045,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,quantised,3,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
15,1784218435046,16/07/2026 16:13:55,1784218435046,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Podaj swój wiek w pełnych liczbach:**,response,value,20,,,,age,2,object-3
16,1784218435047,16/07/2026 16:13:55,1784218435047,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,value,w trakcie studiów,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
17,1784218435048,16/07/2026 16:13:55,1784218435048,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,quantised,3,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
18,1784218435050,16/07/2026 16:13:55,1784218435050,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,value,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)",,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
19,1784218435051,16/07/2026 16:13:55,1784218435051,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,quantised,1,,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
20,1784218435052,16/07/2026 16:13:55,1784218435052,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,value,1-2 semestry na studiach,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
21,1784218435053,16/07/2026 16:13:55,1784218435053,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,quantised,2,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
22,1784218435055,16/07/2026 16:13:55,1784218435055,2,16/07/2026 18:13:55,273725,7,questionnaire-whir,,57255971,BLINDED,16366581,,complete,,,mobile,Xiaomi 2312DRAABG,Android 14,Facebook 569.0.0.44.91,393x873,392x743,,,0,Pytania demograficzne,4,CondWith,continue,,,,,info,,END,,19801,,,,
1,1784219998747,16/07/2026 16:39:58,1784219998747,2,16/07/2026 18:39:58,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,,,,,info,,BEGIN,,,,,,
14,1784220022134,16/07/2026 16:40:22,1784220022134,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,value,Kobieta,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
15,1784220022135,16/07/2026 16:40:22,1784220022135,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,quantised,2,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
16,1784220022135,16/07/2026 16:40:22,1784220022135,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Podaj swój wiek w pełnych liczbach:**,response,value,20,,,,age,2,object-3
17,1784220022136,16/07/2026 16:40:22,1784220022136,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,value,w trakcie studiów,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
18,1784220022136,16/07/2026 16:40:22,1784220022136,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,quantised,3,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
19,1784220022137,16/07/2026 16:40:22,1784220022137,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,value,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)",,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
20,1784220022138,16/07/2026 16:40:22,1784220022138,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,quantised,1,,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
21,1784220022138,16/07/2026 16:40:22,1784220022138,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,value,Brak doświadczenia,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
22,1784220022139,16/07/2026 16:40:22,1784220022139,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jakie jest Twoje doświadczenie z logiką?**,response,quantised,4,,,Więcej niż dwa semestry logiki na studiach|1-2 semestry na studiach|Logika w szkole średniej |Brak doświadczenia,logic,5,object-6
23,1784220022162,16/07/2026 16:40:22,1784220022162,2,16/07/2026 18:40:22,273725,7,questionnaire-whir,,57256579,BLINDED,16366776,,complete,,,mobile,undefined K,Android 10,Chrome 149.0.0.0,486x1079,485x929,,,0,Pytania demograficzne,4,CondWith,continue,,,,,info,,END,,23294,,,,
1,1784224065857,16/07/2026 17:47:45,1784224065857,2,16/07/2026 19:47:45,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,,,,,info,,BEGIN,,,,,,
13,1784224123373,16/07/2026 17:48:43,1784224123373,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,value,Kobieta,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
14,1784224123374,16/07/2026 17:48:43,1784224123374,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Zaznacz swoją płeć:**,response,quantised,2,,,Mężczyzna|Kobieta|Inna|Wolę nie odpowiadać,sex,1,object-2
15,1784224123375,16/07/2026 17:48:43,1784224123375,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Podaj swój wiek w pełnych liczbach:**,response,value,19,,,,age,2,object-3
16,1784224123376,16/07/2026 17:48:43,1784224123376,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,value,wykształcenie średnie,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
17,1784224123377,16/07/2026 17:48:43,1784224123377,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jaki jest Twój poziom wykształcenia?**,response,quantised,2,,,wykształcenie podstawowe|wykształcenie średnie|w trakcie studiów|wykształcenie wyższe,edu,3,object-4
18,1784224123378,16/07/2026 17:48:43,1784224123378,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,value,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)",,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
19,1784224123380,16/07/2026 17:48:43,1784224123380,2,16/07/2026 19:48:43,273725,7,questionnaire-whir,,57257768,BLINDED,16367069,,complete,,,mobile,Xiaomi 2201116SG,Android 13,Facebook 569.0.0.44.91,393x873,392x744,,,0,Pytania demograficzne,4,CondWith,continue,Page 1,rpksvw,1,**Jak oceniasz swoją znajomość języka polskiego?**,response,quantised,1,,,"Bardzo dobrze, język polski jest moim pierwszym językiem (językiem ojczystym)|Bardzo dobrze, posługuję się nim na co dzień|Dobrze|Średnio|Słabo",polish,4,object-5
